#,Date Time,température Temp (°C),tension Volt (V)
2003,02/06/2021 13:30:00,18.222,1.14343
2004,02/06/2021 13:45:00,18.304,1.1445
2005,02/06/2021 14:00:00,18.383,1.1495
2006,02/06/2021 14:15:00,18.466,1.14759
2007,02/06/2021 14:30:00,18.522,1.14641
2008,02/06/2021 14:45:00,18.571,1.14199
2009,02/06/2021 15:00:00,18.631,1.13764
2010,02/06/2021 15:15:00,18.674,1.14569
2011,02/06/2021 15:30:00,18.8,1.15171
2012,02/06/2021 15:45:00,18.952,1.14458
2013,02/06/2021 16:00:00,19.013,1.13405
2014,02/06/2021 16:15:00,19.032,1.13802
2015,02/06/2021 16:30:00,18.962,1.13294
2016,02/06/2021 16:45:00,18.912,1.1302
2017,02/06/2021 17:00:00,18.916,1.13439
2018,02/06/2021 17:15:00,18.922,1.13741
2019,02/06/2021 17:30:00,18.941,1.13149
2020,02/06/2021 17:45:00,18.964,1.13336
2021,02/06/2021 18:00:00,18.982,1.13161
2022,02/06/2021 18:15:00,18.998,1.13699
2023,02/06/2021 18:30:00,18.961,1.13416
2024,02/06/2021 18:45:00,18.882,1.14118
2025,02/06/2021 19:00:00,18.799,1.13485
2026,02/06/2021 19:15:00,18.717,1.13897
2027,02/06/2021 19:30:00,18.629,1.13939
2028,02/06/2021 19:45:00,18.57,1.14382
2029,02/06/2021 20:00:00,18.519,1.13966
2030,02/06/2021 20:15:00,18.466,1.14015
2031,02/06/2021 20:30:00,18.411,1.13687
2032,02/06/2021 20:45:00,18.363,1.13752
2033,02/06/2021 21:00:00,18.326,1.13783
2034,02/06/2021 21:15:00,18.286,1.14782
2035,02/06/2021 21:30:00,18.237,1.15103
2036,02/06/2021 21:45:00,18.18,1.15015
2037,02/06/2021 22:00:00,18.13,1.14469
2038,02/06/2021 22:15:00,18.082,1.15106
2039,02/06/2021 22:30:00,18.039,1.14626
2040,02/06/2021 22:45:00,17.992,1.15045
2041,02/06/2021 23:00:00,17.937,1.14885
2042,02/06/2021 23:15:00,17.871,1.15183
2043,02/06/2021 23:30:00,17.799,1.15599
2044,02/06/2021 23:45:00,17.717,1.15274
2045,03/06/2021 00:00:00,17.628,1.15774
2046,03/06/2021 00:15:00,17.543,1.1566
2047,03/06/2021 00:30:00,17.467,1.15908
2048,03/06/2021 00:45:00,17.399,1.15839
2049,03/06/2021 01:00:00,17.339,1.15976
2050,03/06/2021 01:15:00,17.286,1.16781
2051,03/06/2021 01:30:00,17.225,1.1569
2052,03/06/2021 01:45:00,17.162,1.16316
2053,03/06/2021 02:00:00,17.094,1.16423
2054,03/06/2021 02:15:00,17.027,1.1622
2055,03/06/2021 02:30:00,16.963,1.16545
2056,03/06/2021 02:45:00,16.9,1.17109
2057,03/06/2021 03:00:00,16.836,1.16136
2058,03/06/2021 03:15:00,16.774,1.16606
2059,03/06/2021 03:30:00,16.72,1.16712
2060,03/06/2021 03:45:00,16.671,1.16697
2061,03/06/2021 04:00:00,16.634,1.16884
2062,03/06/2021 04:15:00,16.6,1.1664
2063,03/06/2021 04:30:00,16.569,1.17517
2064,03/06/2021 04:45:00,16.537,1.17403
2065,03/06/2021 05:00:00,16.509,1.17926
2066,03/06/2021 05:15:00,16.493,1.16655
2067,03/06/2021 05:30:00,16.491,1.17094
2068,03/06/2021 05:45:00,16.473,1.17342
2069,03/06/2021 06:00:00,16.469,1.1656
2070,03/06/2021 06:15:00,16.469,1.16896
2071,03/06/2021 06:30:00,16.467,1.17899
2072,03/06/2021 06:45:00,16.484,1.16876
2073,03/06/2021 07:00:00,16.506,1.17121
2074,03/06/2021 07:15:00,16.582,1.17407
2075,03/06/2021 07:30:00,16.613,1.16979
2076,03/06/2021 07:45:00,16.653,1.16915
2077,03/06/2021 08:00:00,16.679,1.16365
2078,03/06/2021 08:15:00,16.695,1.16701
2079,03/06/2021 08:30:00,16.729,1.1722
2080,03/06/2021 08:45:00,16.766,1.16697
2081,03/06/2021 09:00:00,16.801,1.17456
2082,03/06/2021 09:15:00,16.857,1.16941
2083,03/06/2021 09:30:00,16.886,1.16632
2084,03/06/2021 09:45:00,16.903,1.17033
2085,03/06/2021 10:00:00,16.918,1.1706
2086,03/06/2021 10:15:00,16.906,1.17693
2087,03/06/2021 10:30:00,16.903,1.17109
2088,03/06/2021 10:45:00,16.896,1.17144
2089,03/06/2021 11:00:00,16.903,1.1783
2090,03/06/2021 11:15:00,16.93,1.16533
2091,03/06/2021 11:30:00,16.97,1.16442
2092,03/06/2021 11:45:00,17.009,1.16236
2093,03/06/2021 12:00:00,17.046,1.16899
2094,03/06/2021 12:15:00,17.071,1.16949
2095,03/06/2021 12:30:00,17.091,1.16297
2096,03/06/2021 12:45:00,17.143,1.1593
2097,03/06/2021 13:00:00,17.226,1.16106
2098,03/06/2021 13:15:00,17.332,1.16205
2099,03/06/2021 13:30:00,17.442,1.17102
2100,03/06/2021 13:45:00,17.541,1.1722
2101,03/06/2021 14:00:00,17.61,1.17391
2102,03/06/2021 14:15:00,17.662,1.16999
2103,03/06/2021 14:30:00,17.76,1.16186
2104,03/06/2021 14:45:00,17.859,1.159
2105,03/06/2021 15:00:00,17.879,1.15629
2106,03/06/2021 15:15:00,17.858,1.16293
2107,03/06/2021 15:30:00,17.888,1.16842
2108,03/06/2021 15:45:00,17.907,1.15686
2109,03/06/2021 16:00:00,17.906,1.15892
2110,03/06/2021 16:15:00,17.88,1.15957
2111,03/06/2021 16:30:00,17.845,1.16541
2112,03/06/2021 16:45:00,17.812,1.15866
2113,03/06/2021 17:00:00,17.763,1.15873
2114,03/06/2021 17:15:00,17.721,1.16377
2115,03/06/2021 17:30:00,17.702,1.1611
2116,03/06/2021 17:45:00,17.684,1.15587
2117,03/06/2021 18:00:00,17.644,1.16484
2118,03/06/2021 18:15:00,17.595,1.16941
2119,03/06/2021 18:30:00,17.547,1.16358
2120,03/06/2021 18:45:00,17.509,1.1603
2121,03/06/2021 19:00:00,17.482,1.16911
2122,03/06/2021 19:15:00,17.458,1.16636
2123,03/06/2021 19:30:00,17.427,1.16876
2124,03/06/2021 19:45:00,17.388,1.16072
2125,03/06/2021 20:00:00,17.354,1.16682
2126,03/06/2021 20:15:00,17.323,1.17113
2127,03/06/2021 20:30:00,17.284,1.16468
2128,03/06/2021 20:45:00,17.24,1.16545
2129,03/06/2021 21:00:00,17.176,1.16869
2130,03/06/2021 21:15:00,17.1,1.16518
2131,03/06/2021 21:30:00,17.015,1.16896
2132,03/06/2021 21:45:00,16.936,1.17082
2133,03/06/2021 22:00:00,16.862,1.16072
2134,03/06/2021 22:15:00,16.787,1.16892
2135,03/06/2021 22:30:00,16.731,1.16709
2136,03/06/2021 22:45:00,16.68,1.16651
2137,03/06/2021 23:00:00,16.637,1.16495
2138,03/06/2021 23:15:00,16.597,1.16541
2139,03/06/2021 23:30:00,16.563,1.17411
2140,03/06/2021 23:45:00,16.527,1.15896
2141,04/06/2021 00:00:00,16.496,1.17128
2142,04/06/2021 00:15:00,16.467,1.16907
2143,04/06/2021 00:30:00,16.446,1.16556
2144,04/06/2021 00:45:00,16.426,1.16995
2145,04/06/2021 01:00:00,16.399,1.16857
2146,04/06/2021 01:15:00,16.369,1.16781
2147,04/06/2021 01:30:00,16.338,1.16976
2148,04/06/2021 01:45:00,16.304,1.16785
2149,04/06/2021 02:00:00,16.275,1.17792
2150,04/06/2021 02:15:00,16.251,1.16297
2151,04/06/2021 02:30:00,16.22,1.17388
2152,04/06/2021 02:45:00,16.172,1.16609
2153,04/06/2021 03:00:00,16.137,1.1735
2154,04/06/2021 03:15:00,16.085,1.18162
2155,04/06/2021 03:30:00,16.034,1.17235
2156,04/06/2021 03:45:00,15.985,1.17414
2157,04/06/2021 04:00:00,15.927,1.18196
2158,04/06/2021 04:15:00,15.863,1.16526
2159,04/06/2021 04:30:00,15.798,1.177
2160,04/06/2021 04:45:00,15.739,1.17525
2161,04/06/2021 05:00:00,15.673,1.18162
2162,04/06/2021 05:15:00,15.636,1.16491
2163,04/06/2021 05:30:00,15.609,1.16953
2164,04/06/2021 05:45:00,15.579,1.1664
2165,04/06/2021 06:00:00,15.54,1.17021
2166,04/06/2021 06:15:00,15.505,1.17224
2167,04/06/2021 06:30:00,15.473,1.16545
2168,04/06/2021 06:45:00,15.452,1.16739
2169,04/06/2021 07:00:00,15.446,1.16159
2170,04/06/2021 07:15:00,15.455,1.15953
2171,04/06/2021 07:30:00,15.457,1.16911
2172,04/06/2021 07:45:00,15.458,1.16972
2173,04/06/2021 08:00:00,15.463,1.16716
2174,04/06/2021 08:15:00,15.503,1.17159
2175,04/06/2021 08:30:00,15.551,1.15923
2176,04/06/2021 08:45:00,15.63,1.16598
2177,04/06/2021 09:00:00,15.713,1.16415
2178,04/06/2021 09:15:00,15.719,1.16888
2179,04/06/2021 09:30:00,15.721,1.17536
2180,04/06/2021 09:45:00,15.733,1.16247
2181,04/06/2021 10:00:00,15.761,1.16571
2182,04/06/2021 10:15:00,15.854,1.16815
2183,04/06/2021 10:30:00,15.928,1.16083
2184,04/06/2021 10:45:00,15.988,1.17075
2185,04/06/2021 11:00:00,16.111,1.16403
2186,04/06/2021 11:15:00,16.175,1.16346
2187,04/06/2021 11:30:00,16.259,1.16304
2188,04/06/2021 11:45:00,16.263,1.17914
2189,04/06/2021 12:00:00,16.29,1.16712
2190,04/06/2021 12:15:00,16.295,1.15984
2191,04/06/2021 12:30:00,16.286,1.14897
2192,04/06/2021 12:45:00,16.262,1.15431
2193,04/06/2021 13:00:00,16.268,1.16339
2194,04/06/2021 13:15:00,16.318,1.16194
2195,04/06/2021 13:30:00,16.348,1.16243
2196,04/06/2021 13:45:00,16.427,1.16281
2197,04/06/2021 14:00:00,16.546,1.16495
2198,04/06/2021 14:15:00,16.604,1.15465
2199,04/06/2021 14:30:00,16.569,1.16842
2200,04/06/2021 14:45:00,16.558,1.15339
2201,04/06/2021 15:00:00,16.637,1.14733
2202,04/06/2021 15:15:00,16.698,1.17006
2203,04/06/2021 15:30:00,16.81,1.15911
2204,04/06/2021 15:45:00,16.845,1.15587
2205,04/06/2021 16:00:00,16.918,1.16411
2206,04/06/2021 16:15:00,16.961,1.16674
2207,04/06/2021 16:30:00,16.914,1.14889
2208,04/06/2021 16:45:00,16.816,1.15427
2209,04/06/2021 17:00:00,16.735,1.15831
2210,04/06/2021 17:15:00,16.604,1.16323
2211,04/06/2021 17:30:00,16.518,1.16464
2212,04/06/2021 17:45:00,16.417,1.15805
2213,04/06/2021 18:00:00,16.417,1.16205
2214,04/06/2021 18:15:00,16.421,1.16136
2215,04/06/2021 18:30:00,16.347,1.16346
2216,04/06/2021 18:45:00,16.239,1.17441
2217,04/06/2021 19:00:00,16.156,1.17357
2218,04/06/2021 19:15:00,16.071,1.15949
2219,04/06/2021 19:30:00,15.986,1.16838
2220,04/06/2021 19:45:00,15.921,1.16739
2221,04/06/2021 20:00:00,15.863,1.16773
2222,04/06/2021 20:15:00,15.806,1.16236
2223,04/06/2021 20:30:00,15.745,1.18276
2224,04/06/2021 20:45:00,15.669,1.17647
2225,04/06/2021 21:00:00,15.576,1.16739
2226,04/06/2021 21:15:00,15.493,1.1754
2227,04/06/2021 21:30:00,15.423,1.17247
2228,04/06/2021 21:45:00,15.337,1.16632
2229,04/06/2021 22:00:00,15.249,1.1751
2230,04/06/2021 22:15:00,15.158,1.17102
2231,04/06/2021 22:30:00,15.066,1.1688
2232,04/06/2021 22:45:00,14.97,1.17056
2233,04/06/2021 23:00:00,14.888,1.17155
2234,04/06/2021 23:15:00,14.827,1.16918
2235,04/06/2021 23:30:00,14.764,1.17647
2236,04/06/2021 23:45:00,14.698,1.17601
2237,05/06/2021 00:00:00,14.626,1.17864
2238,05/06/2021 00:15:00,14.557,1.17636
2239,05/06/2021 00:30:00,14.501,1.19272
2240,05/06/2021 00:45:00,14.453,1.17903
2241,05/06/2021 01:00:00,14.394,1.17082
2242,05/06/2021 01:15:00,14.345,1.18193
2243,05/06/2021 01:30:00,14.292,1.17762
2244,05/06/2021 01:45:00,14.247,1.1722
2245,05/06/2021 02:00:00,14.217,1.17189
2246,05/06/2021 02:15:00,14.18,1.17716
2247,05/06/2021 02:30:00,14.143,1.1735
2248,05/06/2021 02:45:00,14.098,1.17704
2249,05/06/2021 03:00:00,14.041,1.18746
2250,05/06/2021 03:15:00,13.978,1.17639
2251,05/06/2021 03:30:00,13.919,1.17842
2252,05/06/2021 03:45:00,13.862,1.18135
2253,05/06/2021 04:00:00,13.814,1.1891
2254,05/06/2021 04:15:00,13.757,1.17613
2255,05/06/2021 04:30:00,13.708,1.17254
2256,05/06/2021 04:45:00,13.669,1.18715
2257,05/06/2021 05:00:00,13.616,1.18631
2258,05/06/2021 05:15:00,13.568,1.18143
2259,05/06/2021 05:30:00,13.533,1.18132
2260,05/06/2021 05:45:00,13.506,1.19459
2261,05/06/2021 06:00:00,13.487,1.18387
2262,05/06/2021 06:15:00,13.484,1.18074
2263,05/06/2021 06:30:00,13.499,1.17987
2264,05/06/2021 06:45:00,13.533,1.18425
2265,05/06/2021 07:00:00,13.592,1.18006
2266,05/06/2021 07:15:00,13.679,1.187
2267,05/06/2021 07:30:00,13.778,1.17037
2268,05/06/2021 07:45:00,13.882,1.17121
2269,05/06/2021 08:00:00,13.958,1.17857
2270,05/06/2021 08:15:00,14.044,1.1846
2271,05/06/2021 08:30:00,14.116,1.17346
2272,05/06/2021 08:45:00,14.297,1.18448
2273,05/06/2021 09:00:00,14.298,1.17708
2274,05/06/2021 09:15:00,14.445,1.18399
2275,05/06/2021 09:30:00,14.502,1.17792
2276,05/06/2021 09:45:00,14.728,1.16434
2277,05/06/2021 10:00:00,14.904,1.1643
2278,05/06/2021 10:15:00,15.139,1.17006
2279,05/06/2021 10:30:00,15.336,1.18769
2280,05/06/2021 10:45:00,15.478,1.17285
2281,05/06/2021 11:00:00,15.643,1.17193
2282,05/06/2021 11:15:00,15.846,1.1746
2283,05/06/2021 11:30:00,16.01,1.15904
2284,05/06/2021 11:45:00,16.107,1.16152
2285,05/06/2021 12:00:00,16.332,1.16163
2286,05/06/2021 12:15:00,16.53,1.16052
2287,05/06/2021 12:30:00,16.701,1.16411
2288,05/06/2021 12:45:00,16.875,1.17609
2289,05/06/2021 13:00:00,17.052,1.15629
2290,05/06/2021 13:15:00,17.204,1.15183
2291,05/06/2021 13:30:00,17.344,1.15751
2292,05/06/2021 13:45:00,17.488,1.16087
2293,05/06/2021 14:00:00,17.581,1.15976
2294,05/06/2021 14:15:00,17.663,1.16232
2295,05/06/2021 14:30:00,17.763,1.14065
2296,05/06/2021 14:45:00,17.886,1.14813
2297,05/06/2021 15:00:00,17.983,1.14721
2298,05/06/2021 15:15:00,18.036,1.14595
2299,05/06/2021 15:30:00,18.102,1.14813
2300,05/06/2021 15:45:00,18.136,1.14988
2301,05/06/2021 16:00:00,18.125,1.14412
2302,05/06/2021 16:15:00,18.123,1.14221
2303,05/06/2021 16:30:00,18.105,1.14691
2304,05/06/2021 16:45:00,18.048,1.15175
2305,05/06/2021 17:00:00,17.962,1.1408
2306,05/06/2021 17:15:00,17.855,1.13546
2307,05/06/2021 17:30:00,17.733,1.15366
2308,05/06/2021 17:45:00,17.641,1.14981
2309,05/06/2021 18:00:00,17.553,1.14992
2310,05/06/2021 18:15:00,17.446,1.14755
2311,05/06/2021 18:30:00,17.308,1.14717
2312,05/06/2021 18:45:00,17.173,1.14717
2313,05/06/2021 19:00:00,17.046,1.15042
2314,05/06/2021 19:15:00,16.93,1.14794
2315,05/06/2021 19:30:00,16.82,1.14748
2316,05/06/2021 19:45:00,16.713,1.15503
2317,05/06/2021 20:00:00,16.609,1.14942
2318,05/06/2021 20:15:00,16.508,1.15129
2319,05/06/2021 20:30:00,16.414,1.15812
2320,05/06/2021 20:45:00,16.314,1.15633
2321,05/06/2021 21:00:00,16.216,1.15259
2322,05/06/2021 21:15:00,16.117,1.15873
2323,05/06/2021 21:30:00,16.023,1.1561
2324,05/06/2021 21:45:00,15.939,1.15339
2325,05/06/2021 22:00:00,15.857,1.1585
2326,05/06/2021 22:15:00,15.769,1.16339
2327,05/06/2021 22:30:00,15.684,1.15824
2328,05/06/2021 22:45:00,15.594,1.1606
2329,05/06/2021 23:00:00,15.512,1.16545
2330,05/06/2021 23:15:00,15.436,1.1693
2331,05/06/2021 23:30:00,15.364,1.15831
2332,05/06/2021 23:45:00,15.293,1.16274
2333,06/06/2021 00:00:00,15.227,1.1701
2334,06/06/2021 00:15:00,15.163,1.16522
2335,06/06/2021 00:30:00,15.105,1.17033
2336,06/06/2021 00:45:00,15.046,1.1611
2337,06/06/2021 01:00:00,14.985,1.15969
2338,06/06/2021 01:15:00,14.927,1.17437
2339,06/06/2021 01:30:00,14.862,1.16354
2340,06/06/2021 01:45:00,14.798,1.17346
2341,06/06/2021 02:00:00,14.732,1.16098
2342,06/06/2021 02:15:00,14.667,1.1738
2343,06/06/2021 02:30:00,14.602,1.17285
2344,06/06/2021 02:45:00,14.541,1.1717
2345,06/06/2021 03:00:00,14.484,1.16938
2346,06/06/2021 03:15:00,14.432,1.1693
2347,06/06/2021 03:30:00,14.376,1.16484
2348,06/06/2021 03:45:00,14.325,1.17235
2349,06/06/2021 04:00:00,14.277,1.17605
2350,06/06/2021 04:15:00,14.231,1.17975
2351,06/06/2021 04:30:00,14.188,1.16972
2352,06/06/2021 04:45:00,14.15,1.17193
2353,06/06/2021 05:00:00,14.116,1.18547
2354,06/06/2021 05:15:00,14.084,1.18181
2355,06/06/2021 05:30:00,14.06,1.17247
2356,06/06/2021 05:45:00,14.036,1.17636
2357,06/06/2021 06:00:00,14.024,1.17018
2358,06/06/2021 06:15:00,14.03,1.1746
2359,06/06/2021 06:30:00,14.05,1.17739
2360,06/06/2021 06:45:00,14.093,1.1754
2361,06/06/2021 07:00:00,14.165,1.17453
2362,06/06/2021 07:15:00,14.264,1.1788
2363,06/06/2021 07:30:00,14.367,1.17967
2364,06/06/2021 07:45:00,14.508,1.1725
2365,06/06/2021 08:00:00,14.659,1.17594
2366,06/06/2021 08:15:00,14.836,1.17933
2367,06/06/2021 08:30:00,14.998,1.16121
2368,06/06/2021 08:45:00,15.136,1.17262
2369,06/06/2021 09:00:00,15.303,1.17643
2370,06/06/2021 09:15:00,15.4,1.17933
2371,06/06/2021 09:30:00,15.527,1.16556
2372,06/06/2021 09:45:00,15.673,1.17453
2373,06/06/2021 10:00:00,15.839,1.16953
2374,06/06/2021 10:15:00,15.849,1.16949
2375,06/06/2021 10:30:00,15.946,1.16117
2376,06/06/2021 10:45:00,16.012,1.16262
2377,06/06/2021 11:00:00,16.11,1.16396
2378,06/06/2021 11:15:00,16.149,1.15827
2379,06/06/2021 11:30:00,16.184,1.16663
2380,06/06/2021 11:45:00,16.242,1.15713
2381,06/06/2021 12:00:00,16.333,1.16926
2382,06/06/2021 12:15:00,16.393,1.16423
2383,06/06/2021 12:30:00,16.442,1.15267
2384,06/06/2021 12:45:00,16.518,1.15236
2385,06/06/2021 13:00:00,16.57,1.15572
2386,06/06/2021 13:15:00,16.594,1.15709
2387,06/06/2021 13:30:00,16.652,1.14649
2388,06/06/2021 13:45:00,16.72,1.16476
2389,06/06/2021 14:00:00,16.787,1.14923
2390,06/06/2021 14:15:00,16.877,1.16072
2391,06/06/2021 14:30:00,17.028,1.14412
2392,06/06/2021 14:45:00,17.263,1.1598
2393,06/06/2021 15:00:00,17.217,1.15339
2394,06/06/2021 15:15:00,17.176,1.14832
2395,06/06/2021 15:30:00,17.222,1.14935
2396,06/06/2021 15:45:00,17.237,1.15232
2397,06/06/2021 16:00:00,17.229,1.15061
2398,06/06/2021 16:15:00,17.268,1.15114
2399,06/06/2021 16:30:00,17.241,1.14622
2400,06/06/2021 16:45:00,17.238,1.145
2401,06/06/2021 17:00:00,17.202,1.14969
2402,06/06/2021 17:15:00,17.171,1.14355
2403,06/06/2021 17:30:00,17.138,1.14477
2404,06/06/2021 17:45:00,17.091,1.15026
2405,06/06/2021 18:00:00,17.061,1.15354
2406,06/06/2021 18:15:00,17.045,1.1487
2407,06/06/2021 18:30:00,17.057,1.1532
2408,06/06/2021 18:45:00,17.037,1.1471
2409,06/06/2021 19:00:00,17.006,1.14645
2410,06/06/2021 19:15:00,16.978,1.15343
2411,06/06/2021 19:30:00,16.96,1.14714
2412,06/06/2021 19:45:00,16.927,1.14897
2413,06/06/2021 20:00:00,16.89,1.15217
2414,06/06/2021 20:15:00,16.85,1.15545
2415,06/06/2021 20:30:00,16.796,1.15614
2416,06/06/2021 20:45:00,16.716,1.14851
2417,06/06/2021 21:00:00,16.619,1.15072
2418,06/06/2021 21:15:00,16.506,1.1524
2419,06/06/2021 21:30:00,16.397,1.15549
2420,06/06/2021 21:45:00,16.302,1.15164
2421,06/06/2021 22:00:00,16.211,1.1593
2422,06/06/2021 22:15:00,16.12,1.15095
2423,06/06/2021 22:30:00,16.037,1.15282
2424,06/06/2021 22:45:00,15.962,1.15663
2425,06/06/2021 23:00:00,15.886,1.15938
2426,06/06/2021 23:15:00,15.813,1.15805
2427,06/06/2021 23:30:00,15.739,1.16629
2428,06/06/2021 23:45:00,15.667,1.1564
2429,07/06/2021 00:00:00,15.594,1.16247
2430,07/06/2021 00:15:00,15.52,1.16186
2431,07/06/2021 00:30:00,15.443,1.164
2432,07/06/2021 00:45:00,15.375,1.16228
2433,07/06/2021 01:00:00,15.309,1.16453
2434,07/06/2021 01:15:00,15.252,1.16339
2435,07/06/2021 01:30:00,15.2,1.163
2436,07/06/2021 01:45:00,15.149,1.16442
2437,07/06/2021 02:00:00,15.097,1.16243
2438,07/06/2021 02:15:00,15.045,1.16621
2439,07/06/2021 02:30:00,14.995,1.16869
2440,07/06/2021 02:45:00,14.952,1.16243
2441,07/06/2021 03:00:00,14.91,1.16716
2442,07/06/2021 03:15:00,14.883,1.1722
2443,07/06/2021 03:30:00,14.859,1.16995
2444,07/06/2021 03:45:00,14.834,1.16922
2445,07/06/2021 04:00:00,14.807,1.16442
2446,07/06/2021 04:15:00,14.783,1.1714
2447,07/06/2021 04:30:00,14.755,1.16789
2448,07/06/2021 04:45:00,14.735,1.17357
2449,07/06/2021 05:00:00,14.72,1.16846
2450,07/06/2021 05:15:00,14.71,1.17578
2451,07/06/2021 05:30:00,14.698,1.16327
2452,07/06/2021 05:45:00,14.691,1.17353
2453,07/06/2021 06:00:00,14.702,1.17521
2454,07/06/2021 06:15:00,14.726,1.17308
2455,07/06/2021 06:30:00,14.738,1.17239
2456,07/06/2021 06:45:00,14.746,1.16854
2457,07/06/2021 07:00:00,14.815,1.17315
2458,07/06/2021 07:15:00,14.915,1.16926
2459,07/06/2021 07:30:00,15.016,1.16461
2460,07/06/2021 07:45:00,15.161,1.17144
2461,07/06/2021 08:00:00,15.314,1.17018
2462,07/06/2021 08:15:00,15.508,1.16476
2463,07/06/2021 08:30:00,15.693,1.16232
2464,07/06/2021 08:45:00,15.83,1.16175
2465,07/06/2021 09:00:00,15.915,1.15873
2466,07/06/2021 09:15:00,16.006,1.16228
2467,07/06/2021 09:30:00,16.12,1.16041
2468,07/06/2021 09:45:00,16.284,1.16205
2469,07/06/2021 10:00:00,16.5,1.15766
2470,07/06/2021 10:15:00,16.79,1.16331
2471,07/06/2021 10:30:00,17.005,1.15728
2472,07/06/2021 10:45:00,17.082,1.15972
2473,07/06/2021 11:00:00,17.199,1.14801
2474,07/06/2021 11:15:00,17.529,1.1508
2475,07/06/2021 11:30:00,17.654,1.14435
2476,07/06/2021 11:45:00,17.861,1.14988
2477,07/06/2021 12:00:00,18.155,1.14836
2478,07/06/2021 12:15:00,18.203,1.14408
2479,07/06/2021 12:30:00,18.241,1.14347
2480,07/06/2021 12:45:00,18.539,1.15278
2481,07/06/2021 13:00:00,18.724,1.13634
2482,07/06/2021 13:15:00,18.833,1.13912
2483,07/06/2021 13:30:00,18.949,1.13386
2484,07/06/2021 13:45:00,19.176,1.14672
2485,07/06/2021 14:00:00,19.39,1.14004
2486,07/06/2021 14:15:00,19.543,1.13813
2487,07/06/2021 14:30:00,19.79,1.12833
2488,07/06/2021 14:45:00,20.043,1.13844
2489,07/06/2021 15:00:00,20.123,1.12951
2490,07/06/2021 15:15:00,20.245,1.1313
2491,07/06/2021 15:30:00,20.351,1.13352
2492,07/06/2021 15:45:00,20.443,1.12749
2493,07/06/2021 16:00:00,20.427,1.12184
2494,07/06/2021 16:15:00,20.263,1.12894
2495,07/06/2021 16:30:00,20.062,1.12707
2496,07/06/2021 16:45:00,19.891,1.13039
2497,07/06/2021 17:00:00,19.819,1.12696
2498,07/06/2021 17:15:00,19.737,1.1305
2499,07/06/2021 17:30:00,19.634,1.13153
2500,07/06/2021 17:45:00,19.582,1.12936
2501,07/06/2021 18:00:00,19.552,1.13115
2502,07/06/2021 18:15:00,19.515,1.12818
2503,07/06/2021 18:30:00,19.465,1.13634
2504,07/06/2021 18:45:00,19.365,1.13474
2505,07/06/2021 19:00:00,19.222,1.13439
2506,07/06/2021 19:15:00,19.05,1.12882
2507,07/06/2021 19:30:00,18.87,1.13405
2508,07/06/2021 19:45:00,18.68,1.12894
2509,07/06/2021 20:00:00,18.501,1.13226
2510,07/06/2021 20:15:00,18.337,1.13432
2511,07/06/2021 20:30:00,18.2,1.13668
2512,07/06/2021 20:45:00,18.085,1.13813
2513,07/06/2021 21:00:00,17.965,1.13901
2514,07/06/2021 21:15:00,17.828,1.14187
2515,07/06/2021 21:30:00,17.691,1.14088
2516,07/06/2021 21:45:00,17.565,1.13756
2517,07/06/2021 22:00:00,17.452,1.14382
2518,07/06/2021 22:15:00,17.363,1.14225
2519,07/06/2021 22:30:00,17.289,1.14534
2520,07/06/2021 22:45:00,17.223,1.14652
2521,07/06/2021 23:00:00,17.177,1.14763
2522,07/06/2021 23:15:00,17.131,1.14721
2523,07/06/2021 23:30:00,17.083,1.15438
2524,07/06/2021 23:45:00,17.031,1.14534
2525,08/06/2021 00:00:00,16.973,1.14889
2526,08/06/2021 00:15:00,16.909,1.14942
2527,08/06/2021 00:30:00,16.825,1.14813
2528,08/06/2021 00:45:00,16.752,1.15526
2529,08/06/2021 01:00:00,16.676,1.14855
2530,08/06/2021 01:15:00,16.609,1.15198
2531,08/06/2021 01:30:00,16.545,1.15137
2532,08/06/2021 01:45:00,16.478,1.16011
2533,08/06/2021 02:00:00,16.408,1.15358
2534,08/06/2021 02:15:00,16.338,1.15557
2535,08/06/2021 02:30:00,16.266,1.16133
2536,08/06/2021 02:45:00,16.193,1.16388
2537,08/06/2021 03:00:00,16.12,1.15774
2538,08/06/2021 03:15:00,16.046,1.15332
2539,08/06/2021 03:30:00,15.976,1.15877
2540,08/06/2021 03:45:00,15.918,1.16014
2541,08/06/2021 04:00:00,15.86,1.15175
2542,08/06/2021 04:15:00,15.804,1.15713
2543,08/06/2021 04:30:00,15.76,1.15858
2544,08/06/2021 04:45:00,15.721,1.15778
2545,08/06/2021 05:00:00,15.685,1.16632
2546,08/06/2021 05:15:00,15.654,1.15839
2547,08/06/2021 05:30:00,15.643,1.16102
2548,08/06/2021 05:45:00,15.652,1.16651
2549,08/06/2021 06:00:00,15.667,1.1598
2550,08/06/2021 06:15:00,15.696,1.15892
2551,08/06/2021 06:30:00,15.721,1.16114
2552,08/06/2021 06:45:00,15.745,1.1606
2553,08/06/2021 07:00:00,15.803,1.1664
2554,08/06/2021 07:15:00,15.912,1.16388
2555,08/06/2021 07:30:00,16.028,1.16327
2556,08/06/2021 07:45:00,16.169,1.16094
2557,08/06/2021 08:00:00,16.312,1.15599
2558,08/06/2021 08:15:00,16.424,1.15877
2559,08/06/2021 08:30:00,16.554,1.15534
2560,08/06/2021 08:45:00,16.789,1.15732
2561,08/06/2021 09:00:00,16.961,1.1529
